fichier;source;artiste_fichier;titre_fichier;resultat;score;artiste_discogs;titre_discogs;genre;style;annee;label;release_id
2017-06-03\01_ace_ventura_vertical_mode_vertical_ace.mp3;tags;Vertical Mode & Ace Ventura;Vertical Ace;MATCH;100.0;Vertical Mode;Vertical Ace;Electronic;Psy-Trance/Progressive Trance;2014;HOM-Mega Productions;6782901
2017-06-03\01_astrix_shamanic_tales_original_mix.mp3;tags;Astrix;Shamanic Tales (Original Mix);MATCH;100.0;Astrix;Shamanic Tales;Electronic;Psy-Trance/Progressive Trance;2016;HOM-Mega Productions;8186719
2017-06-03\01_astrix_vicious_cycles_symphonix_remix.mp3;tags;Astrix;Vicious Cycles [Symphonix Remix];MATCH;100.0;Astrix;Vicious Cycles - Symphonix Remix;Electronic;Progressive Trance/Psy-Trance;2014;Blue Tunes Recordings;5754347
2017-06-03\02_astrix_deep_jungle_walk_original_mix.mp3;tags;Astrix;Deep Jungle Walk (Original Mix);MATCH;100.0;Astrix;Deep Jungle Walk;Electronic;Psy-Trance/Progressive Trance;2016;HOM-Mega Productions;8186719
2017-06-03\02_talamasca_cosmic_company_talamasca_remix.mp3;tags;Digicult;Cosmic Company (Talamasca Remix);NON;0.0;;;;;;;
2017-06-03\03_astrix_alien_turned_human_original_mix.mp3;tags;Astrix;Alien Turned Human (Original Mix);MATCH;100.0;Astrix;Alien Turned Human;Electronic;Psy-Trance/Progressive Trance;2016;HOM-Mega Productions;8186719
2017-06-03\05_astrix_he_art_original_mix.mp3;tags;Astrix;He.art (Original Mix);MATCH;100.0;Astrix;He.Art;Electronic;Psy-Trance/Progressive Trance;2016;HOM-Mega Productions;8186719
2017-06-03\09_juno_reactor_conquistador_astrix_remix.mp3;tags;Juno Reactor;Conquistador [Astrix Remix];NON;0.0;;;;;;;
2017-06-03\09_soax_illusion_myzuka.me.mp3;tags;SoAx;Illusion;NON;0.0;;;;;;;
2017-06-03\14_ace_ventura_neurochemistry.mp3;tags;Ace Ventura;Neurochemistry;MATCH;100.0;Ace Ventura;Neurochemistry;Electronic;Psy-Trance/Progressive Trance;2015;Iboga Records;7019102
2017-06-03\2-infected_mushroom-killing_time_(astrix_remix).mp3;tags;Infected Mushroom;Killing Time (Astrix Remix);MATCH;100.0;Infected Mushroom;Killing Time (Astrix Remix);Electronic;Psy-Trance;2010;HOM-Mega Productions;2391636
2017-06-03\ajja_-_flanger_management.mp3;tags;Ajja;Flanger Management;NON;0.0;;;;;;;
2017-06-03\ajja_-_funklestiltskin.mp3;tags;Ajja;Funklestiltskin;MATCH;100.0;Ajja;Funklestiltskin;Electronic;Psy-Trance;2007;Syncronize Records;1138392
2017-06-03\ajja_-_nubian_sandstone.mp3;tags;Ajja;Nubian Sandstone;NON;0.0;;;;;;;
2017-06-03\ajja_-_solar.mp3;tags;Ajja;Solar;MATCH;100.0;Ajja;Solar;Electronic;Psy-Trance;2007;Syncronize Records;1138392
2017-06-03\ajja_-_spitfir.mp3;tags;Ajja;Spitfire;MATCH;100.0;Ajja;Spitfire;Electronic;Psy-Trance;2007;Syncronize Records;1138392
2017-06-03\ajja_-_tripmunch.mp3;tags;Ajja;Tripmunch;MATCH;100.0;Ajja;Tripmunch;Electronic;Psy-Trance;2007;Syncronize Records;1138392
2017-06-03\ajja_-_unicorn_flakes.mp3;tags;Ajja;Unicorn Flakes;NON;0.0;;;;;;;
2017-06-03\day_din_-_breaking_dread.mp3;tags;Day Din;Breaking Dread;MATCH;100.0;Day.Din;Breaking Dread;Electronic;Progressive Trance/Downtempo;2013;Spintwist Records;4992403
2017-06-03\infected_mushroom_-_astrix_on_mushrooms.mp3;tags;Infected Mushroom;Astrix On Mushrooms;MATCH;100.0;Infected Mushroom;Astrix On Mushrooms;Electronic;Dubstep/Psy-Trance/Electro/Glitch;2013;Dim Mak Records;4218967
2017-06-03\juno_reactor_-_conga_fury_ace_ventura_remix.mp3;tags;Juno Reactor;Conga Fury (Ace Ventura Remix);MATCH;100.0;Juno Reactor;Conga Fury (Ace Ventura Remix);Electronic;Trance/Tribal/Psy-Trance/Progressive Trance/Goa Trance;2011;Metropolis;2983702
2017-06-03\loud_-_small_talk.mp3;tags;Loud;Small Talk;NON;82.9;Loud (6);Small Talk Remixes;;;;;
2017-06-03\loud_-_subinya_ace_ventura_remix.mp3;tags;Loud;Subinya [Ace Ventura Remix];MATCH;100.0;Loud (6);Subinya (Ace Ventura Remix);Electronic;Psy-Trance/Progressive Trance;2011;Nano Records;3012250
2017-06-03\neelix_-_dirty_buddy_neelix_rmx.mp3;tags;Neelix;Dirty Buddy (Neelix Rmx);NON;0.0;;;;;;;
2017-06-03\neelix_-_glitter_pink_neelix_rmx.mp3;tags;Neelix;Glitter Pink (Neelix Rmx);MATCH;97.5;Neelix;Glitter Pink (Neelix Remix);Electronic;Progressive House/Progressive Trance;2009;Spintwist Records;1666451
2017-06-03\neelix_-_never_look_behind_neelix_rmx.mp3;tags;Neelix;Never Look Behind (Neelix Rmx);NON;0.0;;;;;;;
2017-06-03\neelix_-_robot_monsters_neelix_remix.mp3;tags;Neelix;Robot Monsters (Neelix Remix);MATCH;100.0;Neelix;Robot Monsters (Neelix Remix);Electronic;Progressive Trance;2011;Spintwist Records;2771535
2017-06-03\parasense_-_a_nam_vse_ravno.mp3;tags;Parasense;A Nam Vse Ravno;NON;73.3;Parasense;Big Rave With No Name;;;;;
2017-06-03\parasense_-_apple_in_your_hand.mp3;tags;Parasense;Apple in Your Hand;MATCH;100.0;Parasense;Apple In Your Hand;Electronic;Psy-Trance;2001;Acidance Records;35798
2017-06-03\parasense_-_drel_para_sence.mp3;tags;Parasense;Drel Para Sence;NON;71.8;Parasense;Past Present Future;;;;;
2017-06-03\parasense_-_mendelson.mp3;tags;Parasense;Mendelson;NON;0.0;;;;;;;
2017-06-03\parasense_-_paranoia.mp3;tags;Parasense;Paranoia;NON;0.0;;;;;;;
2017-06-03\parasense_-_ritual_of_drugs.mp3;tags;Parasense;Ritual Of Drugs;MATCH;100.0;Parasense;Ritual Of Drugs;Electronic;Psy-Trance;2003;Acidance Records;106931
2017-06-03\parasense_-_rubel_upal.mp3;tags;Parasense;Rubel Upal;NON;68.8;Parasense;Ritual Of Drugs;;;;;
2017-06-03\parasense_-_step_like_this.mp3;tags;Parasense;Step Like This;MATCH;100.0;Parasense;Step Like This;Electronic;Psy-Trance;2001;Acidance Records;35798
2017-06-03\parasense_-_vesna.mp3;tags;Parasense;Vesna;MATCH;100.0;Parasense;Vesna;Electronic;Psy-Trance;2003;Crystal Matrix Records;240429
2017-06-03\perfect_stranger_-_a_mosquito_bit_my_leg.mp3;tags;Perfect Stranger;A Mosquito Bit My Leg;MATCH;100.0;Perfect Stranger;A Mosquito Bit My Leg;Electronic;Progressive House/Progressive Trance;2010;Digital Structures;3559191
2017-06-03\perfect_stranger_-_stardust_felguk_remix.mp3;tags;Perfect Stranger;Stardust (Felguk Remix);MATCH;100.0;Perfect Stranger;Stardust (Felguk Remix);Electronic;Progressive House/Progressive Trance;2009;Iboga Records;1619231
2017-06-03\perfect_strangers_-_still_the_one.mp3;tags;Perfect Strangers;Still the One;NON;83.3;Perfect Strangers (17);Still The One = スティル・ザ・ワン;;;;;
2017-06-03\perfect_tone_-_freedom_original_mix.mp3;tags;Perfect Tone;Freedom (Original Mix);MATCH;100.0;Perfect Tone;Freedom;Electronic;Psy-Trance;2015;BMSS Records;7661521
2017-06-03\talamasca_-_back_to_bach_original_mix.mp3;tags;Talamasca;Back to Bach Original Mix;MATCH;100.0;Talamasca;Back To Bach;Electronic;Psy-Trance;2010;Mind Control Records;2677226
2017-06-03\talamasca_-_day_dreaming.mp3;tags;Talamasca;Day Dreaming;MATCH;100.0;Talamasca;Day Dreaming;Electronic;Psy-Trance;2013;Dacru Records;4260701
2017-06-03\talamasca_-_golden_boy.mp3;tags;Talamasca;Golden Boy;MATCH;100.0;Talamasca;Golden Boy;Electronic;Psy-Trance;2014;Dacru Records;5640698
2017-06-03\talamasca_-_polynesian_lion.mp3;tags;Talamasca;Polynesian Lion;MATCH;100.0;Talamasca;Polynesian Lion;Electronic;Psy-Trance;2020;Trance Sphere;16162247
2017-06-03\talamasca_-_self_aware.mp3;tags;Talamasca;Self Aware;MATCH;100.0;Talamasca (3);Self Aware;Rock;Progressive Metal;1998;Not On Label (Talamasca (3) Self-released);4085759
2017-06-03\talamasca_-_summer_time.mp3;tags;Talamasca;Summer Time;MATCH;100.0;Talamasca;Summer Time;Electronic;Psy-Trance;2014;Dacru Records;5640698
2017-06-03\talamasca_-_we_are_freedom.mp3;tags;Talamasca;We Are Freedom;MATCH;100.0;Talamasca;We Are Freedom;Electronic;Psy-Trance;2014;Dacru Records;5640698
2017-06-03\vini_vici_-_the_tribe.mp3;tags;Vini Vici;The Tribe;MATCH;100.0;Vini Vici;The Tribe;Electronic;Progressive Trance/Psy-Trance;2015;Iboga Records;6905434
2017-06-03\wicked_wild_-_toot_make_drums_in_the_valley.mp3;tags;Wicked Wild;Toot Make Drums in the Valley;MATCH;100.0;Wicked Wild;Toot Make Drums In The Valley;Electronic;Psy-Trance;2014;Global Minds Records;16316217
2017-06-29\Dub Rock (Feat. Tanya Stephens - It's A Pity.mp3;tags;Dub Rock (Feat. Tanya Stephens;It's A Pity;MATCH;100.0;Tanya Stephens;It's A Pity;Reggae;Dancehall;2002;Germaican Records Jamaica;465653
2017-07-03\-Marco Marzulli - Motion (Original Mix).mp3;tags;Marco Marzulli;Motion (Original Mix);NON;0.0;;;;;;;
2017-07-03\1991 - VHS (Original Mix).mp3;tags;1991;VHS (Original Mix);MATCH;100.0;1991 (5);VHS;Electronic;Drum n Bass/Trap;2017;1991 (3);29948143
2017-07-03\Andy C - What Bass (Original Mix).mp3;tags;Andy C;What Bass (Original Mix);MATCH;100.0;Andy C;What Bass;Electronic;Drum n Bass;2017;RAM Records;10206905
2017-07-03\Black Tiger Sex Machine - Rezorecta VIP (Original Mix).mp3;tags;Black Tiger Sex Machine;Rezorecta VIP (Original Mix);MATCH;100.0;Black Tiger Sex Machine;Rezorecta VIP;Electronic;Dubstep;2017;Kannibalen Records;10700062
2017-07-03\Break, Total Science - Big Time Winners (Original Mix).mp3;tags;Total Science, Break;Big Time Winners (Original Mix);MATCH;100.0;Total Science;Big Time Winners;Electronic;Drum n Bass;2017;C.I.A.;9865403
2017-07-03\Bungle - Cocooned (Original Mix).mp3;tags;Bungle;Cocooned (Original Mix);MATCH;100.0;Bungle;Cocooned;Electronic;Drum n Bass;2017;31 Records;10270519
2017-07-03\Calyx & TeeBee, Mortlock - Scaramanga (Original Mix).mp3;tags;Mortlock, Calyx & TeeBee;Scaramanga (Original Mix);MATCH;100.0;Calyx & Teebee;Scaramanga;Electronic;Drum n Bass;2017;RAM Records;10067752
2017-07-03\Coda - Black Magic (Original Mix).mp3;tags;Coda;Black Magic (Original Mix);MATCH;100.0;Coda (11);Black Magic;Electronic;Drum n Bass;2017;Charge;10659396
2017-07-03\DC Breaks - Step Up (Original Mix).mp3;tags;DC Breaks;Step Up (Original Mix);MATCH;100.0;DC Breaks;Step Up;Electronic;Drum n Bass;2017;RAM Records;10079499
2017-07-03\DJ Guv - Warning (Original Mix).mp3;tags;DJ Guv;Warning (Original Mix);MATCH;100.0;DJ Guv;Warning;Electronic;Drum n Bass;2015;Dubz Audio;10660790
2017-07-03\Dark Sky - Cyan (Original Mix).mp3;tags;Dark Sky;Cyan (Original Mix);MATCH;100.0;Dark Sky (2);Cyan;Electronic;Downtempo/Minimal Techno/Tech House;2017;Monkeytown Records;10099181
2017-07-03\Document One - Uh-Huh (Original Mix).mp3;tags;Document One;Uh-Huh (Original Mix);NON;0.0;;;;;;;
2017-07-03\Drs, Enei - The Process feat. DRS (Original Mix).mp3;tags;Enei, Drs;The Process feat. DRS (Original Mix);NON;0.0;;;;;;;
2017-07-03\Drumsound & Bassline Smith - The Odyssey (VIP).mp3;tags;Drumsound & Bassline Smith;The Odyssey (VIP);MATCH;95.9;"Drumsound & Simon ""Bassline"" Smith";The Odyssey;Electronic;Drum n Bass;2004;Prototype Recordings;321593
2017-07-03\Dub Elements - Fire Power (Original Mix).mp3;tags;Dub Elements;Fire Power (Original Mix);NON;0.0;;;;;;;
2017-07-03\Dub Phizix - (Right I Know I'm Gonna get Shredded this Weekend so Let Me Eat Some) Spinach (Original Mix).mp3;tags;Dub Phizix;(Right I Know I'm Gonna get Shredded this Weekend so Let Me Eat Some) Spinach (Original Mix);MATCH;100.0;Dub Phizix;(Right I Know I'm Gonna Get Shredded This Weekend So Let Me Eat Some) Spinach;Electronic;Drum n Bass/Halftime;2017;Exit Records (7);10388514
2017-07-03\Emperor - Bad Blood (Original Mix).mp3;tags;Emperor;Bad Blood (Original Mix);MATCH;91.1;Emperor Sly;Bad Blood;Electronic;Progressive House/Dub/Techno/Drum n Bass;1997;TP9 Records;795286
2017-07-03\Enei - Crunchy (Original Mix).mp3;tags;Enei;Crunchy (Original Mix);MATCH;100.0;Enei;Crunchy;Electronic;Drum n Bass;2017;Critical Recordings;27483402
2017-07-03\Enei - Easter Island (Original Mix).mp3;tags;Enei;Easter Island (Original Mix);MATCH;100.0;Enei;Easter Island;Electronic;Drum n Bass;2017;Critical Recordings;10223681
2017-07-03\GTA, Sam Bruno - Red Lips (feat. Sam Bruno) (Skrillex Remix).mp3;tags;GTA, Sam Bruno;Red Lips (feat. Sam Bruno) (Skrillex Remix);NON;0.0;;;;;;;
2017-07-03\Gridlok - Cybercrime (Original Mix).mp3;tags;Gridlok;Cybercrime (Original Mix);MATCH;100.0;Gridlok;Cybercrime;Electronic;Drum n Bass;2017;Blackout Music NL;10612526
2017-07-03\JOYRYDE - I WARE HOUSE (Original Mix).mp3;tags;JOYRYDE;I WARE HOUSE (Original Mix);MATCH;100.0;JOYRYDE (3);I Ware House;Electronic;Electro House/Bassline;2017;OWSLA;11379114
2017-07-03\James Marvel, June Miller, MC Mota - Dominator (Original Mix).mp3;tags;June Miller, James Marvel, MC Mota;Dominator (Original Mix);NON;0.0;;;;;;;
2017-07-03\Keeno - Empath (Original Mix).mp3;tags;Keeno;Empath (Original Mix);NON;0.0;;;;;;;
2017-07-03\Krytika - Orbit (Original Mix).mp3;tags;Krytika;Orbit (Original Mix);MATCH;100.0;Krytika;Orbit;Electronic;Drum n Bass;2015;Not On Label (Krytika Self-Released);12889473
2017-07-03\Monty - Set The Swing (Original Mix).mp3;tags;Monty;Set The Swing (Original Mix);NON;0.0;;;;;;;
2017-07-03\Nela - No Mambo at Midnight (Original Mix).mp3;tags;Nela;No Mambo at Midnight (Original Mix);MATCH;100.0;NELA (5);No Mambo at Midnight;Electronic;Progressive House;2016;With Compliments (2);31864079
2017-07-03\Nela - Whisper (Original Mix).mp3;tags;Nela;Whisper (Original Mix);MATCH;100.0;NELA (5);Whisper;Electronic;Progressive House;2016;With Compliments (2);31864079
2017-07-03\Noisia - Diplodocus (Noisia's 'Outer Edges' Remix) (Original Mix).mp3;tags;Noisia;Diplodocus (Noisia's 'Outer Edges' Remix) (Original Mix);MATCH;100.0;Noisia;Diplodocus (Noisia's 'Outer Edges' Remix);Electronic;Drum n Bass/Dubstep/Halftime;2017;Vision Recordings;10444368
2017-07-03\Noisia, The Upbeats - Dead Limit (Noisia's 'Outer Edges' Remix) (Original Mix).mp3;tags;Noisia, The Upbeats;Dead Limit (Noisia's 'Outer Edges' Remix) (Original Mix);MATCH;100.0;Noisia;Dead Limit (Noisia's 'Outer Edges' Remix);Electronic;Drum n Bass/Dubstep/Halftime;2017;Vision Recordings;10444368
2017-07-03\PhaseOne (AUS) - Circle Pit feat. Virus Syndicate (Original Mix).mp3;tags;PhaseOne (AUS);Circle Pit feat. Virus Syndicate (Original Mix);NON;0.0;;;;;;;
2017-07-03\Riot - Disorder (Original Mix).mp3;tags;Riot;Disorder (Original Mix);MATCH;100.0;RIOT (23);Disorder;Electronic;Dubstep;2017;Monstercat;12390252
2017-07-03\S.P.Y - Alone in the Dark (Original Mix).mp3;tags;S.P.Y;Alone in the Dark (Original Mix);NON;0.0;;;;;;;
2017-07-03\S.P.Y - Losin' Sleep (Original Mix).mp3;tags;S.P.Y;Losin' Sleep (Original Mix);NON;0.0;;;;;;;
2017-07-03\SCRVP - Helix (Original Mix).mp3;tags;SCRVP;Helix (Original Mix);NON;0.0;;;;;;;
2017-07-03\Smalltown DJs, Torro Torro - House Shake (Brillz x My Bad Remix).mp3;tags;Torro Torro, Smalltown DJs;House Shake (Brillz x My Bad Remix);MATCH;100.0;Torro Torro;House Shake (Brillz x My Bad Remix);Electronic;Electro House/Dubstep/Breaks;2017;Twonk;12664547
2017-07-03\Thelem - Cliques (Original Mix).mp3;tags;Thelem;Cliques (Original Mix);MATCH;100.0;Thelem;Cliques;Electronic;Breakbeat;2017;Deep, Dark And Dangerous;10969809
2017-07-03\Township Rebellion - Aphrodite (Original Mix).mp3;tags;Township Rebellion;Aphrodite (Original Mix);MATCH;100.0;Township Rebellion;Aphrodite;Electronic;House/Techno;2017;Stil Vor Talent;15240914
2017-07-03\What So Not - Divide & Conquer (Noisia Remix).mp3;tags;What So Not;Divide & Conquer (Noisia Remix);MATCH;100.0;What So Not;Divide & Conquer (Noisia Remix);Electronic/Pop;Drum n Bass/Dubstep/House/Dance-pop/Disco;2017;Sweat It Out!;10458685
2017-07-03\Yak - Mido (Original Mix).mp3;tags;Yak;Mido (Original Mix);MATCH;100.0;Yak (19);Mido;Electronic;Techno/Tribal;2017;Version (2);10448004
2017-07-05\Aphrodite - Acid To The Sound (Original Mix).mp3;tags;Aphrodite;Acid To The Sound (Original Mix);MATCH;100.0;Aphrodite;Acid To The Sound;Electronic;Drum n Bass;2015;Aphrodite Recordings;7190481
2017-07-05\Aphrodite - Ganja Man (Decade VIP).mp3;tags;Aphrodite;Ganja Man (Decade VIP);MATCH;100.0;Aphrodite;Ganja Man (Decade VIP);Electronic;Jungle;2017;Aphrodite Recordings;11730471
2017-07-05\Aphrodite - Let It Roll (Original Mix).mp3;tags;Aphrodite;Let It Roll (Original Mix);MATCH;100.0;Aphrodite;Let It Roll;Electronic;Drum n Bass/Jungle;2021;Aphrodite Recordings;28255639
2017-07-05\Aphrodite - Two Bass (Original Mix).mp3;tags;Aphrodite;Two Bass (Original Mix);MATCH;100.0;Aphrodite;Two Bass;Electronic;Drum n Bass;2015;Aphrodite Recordings;7190481
2017-07-05\Document One - 7th Dimension (Original Mix).mp3;tags;Document One;7th Dimension (Original Mix);MATCH;100.0;Document One;7th Dimension;Electronic;Drum n Bass;2017;Technique Recordings;12989796
2017-07-05\Jauz, Netsky - Higher (The Prototypes Remix).mp3;tags;Netsky, Jauz;Higher (The Prototypes Remix);MATCH;100.0;Jauz;Higher (The Prototypes Remix);Electronic;Drum n Bass/Dubstep;2016;Sony Music Entertainment;9734261
2017-07-05\Noisia - Sinkhole (Original Mix).mp3;tags;Noisia;Sinkhole (Original Mix);MATCH;100.0;Noisia;Sinkhole;Electronic;Drum n Bass/Breakbeat;2016;Vision Recordings;8850457
2017-07-05\Noisia - Straight Hook (Original Mix).mp3;tags;Noisia;Straight Hook (Original Mix);MATCH;100.0;Noisia;Straight Hook;Electronic;Drum n Bass/Breakbeat;2016;Vision Recordings;8850457
2017-07-05\Noisia - Tentacles (Original Mix).mp3;tags;Noisia;Tentacles (Original Mix);MATCH;100.0;Noisia;Tentacles;Electronic;Drum n Bass/Breakbeat;2016;Vision Recordings;8850457
2017-07-05\Phace - Lost (Original Mix).mp3;tags;Phace;Lost (Original Mix);NON;74.3;Phace;Lost Touch;;;;;
2017-07-05\Vicious Circle - Between The Lines (Original Mix).mp3;tags;Vicious Circle;Between The Lines (Original Mix);NON;0.0;;;;;;;
2017-07-10\Arnaud Rebotini - All You Need Is Techno (Gesaffelstein Remix).mp3;tags;Arnaud Rebotini;All You Need Is Techno (Gesaffelstein Remix);MATCH;100.0;Arnaud Rebotini;All You Need Is Techno (Gesaffelstein Remix);Electronic;Techno/Electro;2011;Blackstrobe Records;2878699
2017-07-10\Arnaud Rebotini - Pagan Dance Move (Original Mix).mp3;tags;Arnaud Rebotini;Pagan Dance Move (Original Mix);MATCH;100.0;Arnaud Rebotini;Pagan Dance Move;Electronic;Electro/Techno;2012;Zone;4043204
2017-07-10\Daniel Avery - Drone Logic (Original Mix).mp3;tags;Daniel Avery;Drone Logic (Original Mix);MATCH;100.0;Daniel Avery;Drone Logic;Electronic;House/Techno/Electro/Acid;2012;Phantasy Sound;3980062
2017-07-10\Fils Unique - Foggy Lagoon (Original Mix).mp3;tags;Fils Unique;Foggy Lagoon (Original Mix);NON;0.0;;;;;;;
2017-07-10\Fils Unique - My Girl(s) (Original Mix).mp3;tags;Fils Unique;My Girl(s) (Original Mix);NON;0.0;;;;;;;
2017-07-10\Hypnolove - Simple, Classic, Beautiful (Original Mix).mp3;tags;Hypnolove;Simple, Classic, Beautiful (Original Mix);MATCH;100.0;Hypnolove;Simple, Classic, Beautiful;Electronic;Synth-pop/House/Electro/Disco;2013;Record Makers;4585746
2017-07-10\Jesper Ryom - Aviator (Original Mix).mp3;tags;Jesper Ryom;Aviator (Original Mix);MATCH;100.0;Jesper Ryom;Aviator;Electronic;Deep House;2014;Power Plant Records;6283290
2017-07-10\Jesper Ryom - Clock (Original Mix).mp3;tags;Jesper Ryom;Clock (Original Mix);MATCH;100.0;Jesper Ryom;Clock;Electronic;House;2013;FAT-zig;4570695
2017-07-10\Jesper Ryom - Pacer (Original Mix).mp3;tags;Jesper Ryom;Pacer (Original Mix);NON;0.0;;;;;;;
2017-07-10\Mano Le Tough - Ducks (Original Mix).mp3;tags;Mano Le Tough;Ducks (Original Mix);NON;0.0;;;;;;;
2017-07-10\Moscoman - Mexican Cola Bottle Baby (Original Mix).mp3;tags;Moscoman;Mexican Cola Bottle Baby (Original Mix);MATCH;100.0;Moscoman;Mexican Cola Bottle Baby;Electronic;House/Disco;2016;ESP Institute;8926554
2017-07-10\Polo & Pan - Dorothy (Original Mix).mp3;tags;Polo & Pan;Dorothy (Original Mix);MATCH;100.0;Polo & Pan;Dorothy;Electronic;Electro;2014;Ekler'O'ShocK;9696240
2017-07-10\Polo & Pan - Dragon Pom Z (Original Mix).mp3;tags;Polo & Pan;Dragon Pom Z (Original Mix);MATCH;100.0;Polo & Pan;Dragon Pom Z;Electronic;Electro;2014;Ekler'O'ShocK;9696240
2017-07-10\Red Axes - Sun My Sweet Sun (Original Mix).mp3;tags;Red Axes;Sun My Sweet Sun (Original Mix);MATCH;100.0;Red Axes;Sun My Sweet Sun;Electronic;Electro/House;2016;Permanent Vacation;8194519
2017-07-10\You Man - Birdcage (Original Mix).mp3;tags;You Man;Birdcage (Original Mix);MATCH;100.0;You Man;Birdcage;Electronic;Techno;2013;Alpage Records;6278964
2017-07-10\You Man - Get the Funk (Original Mix).mp3;tags;You Man;Get the Funk (Original Mix);MATCH;100.0;You Man;Get The Funk;Electronic;Techno;2013;Alpage Records;6278964
2017-07-10\You Man - Indian Summer feat. Antoine Pesle (Original Mix).mp3;tags;You Man;Indian Summer feat. Antoine Pesle (Original Mix);NON;0.0;;;;;;;
2017-07-10\You Man - Restless (Original Mix).mp3;tags;You Man;Restless (Original Mix);MATCH;100.0;You Man;Restless;Electronic;Techno;2013;Alpage Records;6278964
2017-07-10\You Man - There Is a Land (Original Mix).mp3;tags;You Man;There Is a Land (Original Mix);MATCH;100.0;You Man;There Is A Land;Electronic;Deep House/EBM;2016;Alpage Records;9515466
2018-01-20\Armen Miran, Hraach - Aldebaran (Original).mp3;tags;Hraach, Armen Miran;Aldebaran (Original);NON;0.0;;;;;;;
2018-01-20\Bedouin - Set The Controls For The Heart Of The Sun (Original Mix).mp3;tags;Bedouin;Set The Controls For The Heart Of The Sun (Original Mix);MATCH;100.0;Bedouin (4);Set The Controls For The Heart Of The Sun;Electronic;House/Tech House/Minimal;2017;Crosstown Rebels;10753124
2018-01-20\Boris Brejcha - Dark Planet (Original Mix).mp3;tags;Boris Brejcha;Dark Planet (Original Mix);MATCH;100.0;Boris Brejcha;Dark Planet;Electronic;Minimal Techno/Tech House/Techno;2013;Harthouse Mannheim;5465447
2018-01-20\Boris Brejcha - FEAR (Original Mix).mp3;tags;Boris Brejcha;FEAR (Original Mix);MATCH;100.0;Boris Brejcha;Fear;Electronic;Progressive House/Tech House/Minimal Techno;2016;FCKNG SERIOUS;9063485
2018-01-20\Cabaret Nocturne - Blind Trust (Original Mix).mp3;tags;Cabaret Nocturne;Blind Trust (Original Mix);NON;0.0;;;;;;;
2018-01-20\Cabaret Nocturne - Lost Town (Original Mix).mp3;tags;Cabaret Nocturne;Lost Town (Original Mix);MATCH;100.0;Cabaret Nocturne;Lost Town;Electronic;Industrial/Nu-Disco/Disco/Darkwave;2017;Roam Recordings;10317708
2018-01-20\Cabaret Nocturne - Occult Spells (Original Mix).mp3;tags;Cabaret Nocturne;Occult Spells (Original Mix);MATCH;100.0;Cabaret Nocturne;Occult Spells;Electronic;Deep Techno/Techno/Nu-Disco/Downtempo;2017;Nein Records (2);11156481
2018-01-20\Chic - Chic Cheer (LP Version).mp3;tags;Chic;Chic Cheer (LP Version);NON;78.7;Chic;Chic Cheer;;;;;
2018-01-20\Dahu - Desolate (Hraach Remix).mp3;tags;Dahu;Desolate (Hraach Remix);NON;0.0;;;;;;;
2018-01-20\Hraach - Hidden Dimension (Kora (CA) Remix).mp3;tags;Hraach;Hidden Dimension (Kora (CA) Remix);MATCH;100.0;Hraach;Hidden Dimension (Kora (CA) Remix);Electronic;Deep House/Tech House;2017;Underyourskin Records;10824130
2018-01-20\Romare - Down the Line (It Takes a Number) (Original Mix).mp3;tags;Romare;Down the Line (It Takes a Number) (Original Mix);MATCH;100.0;Romare;Down The Line (It Takes A Number);Electronic;House/Dubstep;2012;Black Acre;3467880
2018-01-20\Victor Ruiz - Interstellar (Original Mix).mp3;tags;Victor Ruiz;Interstellar (Original Mix);MATCH;100.0;Victor Ruiz (2);Interstellar;Electronic;Techno;2015;Sprout Music;7274184
2018-04-16\AKA AKA, Thalstroem - Warten auf Korg (Original Mix).mp3;tags;Thalstroem, AKA AKA;Warten auf Korg (Original Mix);MATCH;97.9;Aka Aka & Thalstroem;Warten Auf Korg;Electronic/Pop;Tech House/Deep House/Electro House/Indie Pop;2015;Burlesque Musique;7669903
2018-04-16\Adriatique - Voices From The Dawn (Original Mix).mp3;tags;Adriatique;Voices From The Dawn (Original Mix);MATCH;100.0;Adriatique;Voices From The Dawn;Electronic;Deep House;2018;Afterlife (6);11702675
2018-04-16\Alive! - Pompei (Teenage Mutants Remix).mp3;tags;Alive!;Pompei (Teenage Mutants Remix);NON;0.0;;;;;;;
2018-04-16\Audiojack - Luna (David Mayer Remix).mp3;tags;Audiojack;Luna (David Mayer Remix);NON;72.3;Audiojack;Deliver Me (Majik Johnson Remix);;;;;
2018-04-16\Beatamines - Osiris (Township Rebellion Remix).mp3;tags;Beatamines;Osiris (Township Rebellion Remix);NON;72.0;Beatamines;Spark (Christian Nielsen Remix);;;;;
2018-04-16\Bleep Bloop - Angry (Original Mix).mp3;tags;Bleep Bloop;Angry (Original Mix);MATCH;100.0;Bleep Bloop;Angry;Electronic;Glitch/Grime/Dubstep;2017;Liquid Amber;11010973
2018-04-16\Boris Brejcha - Killing Me (Original Mix).mp3;tags;Boris Brejcha;Killing Me (Original Mix);MATCH;100.0;Boris Brejcha;Killing Me;Electronic;Techno/Minimal Techno;2016;FCKNG SERIOUS;8178759
2018-04-16\Boris Brejcha - Purple Noise (Original Mix).mp3;tags;Boris Brejcha;Purple Noise (Original Mix);MATCH;100.0;Boris Brejcha;Purple Noise;Electronic;Minimal Techno/Tech House/Techno;2014;Harthouse Mannheim;5465492
