fichier;source;artiste_fichier;titre_fichier;resultat;score;artiste_discogs;titre_discogs;genre;style;annee;label;release_id
2021-11-01\NTO_(FR),_Monolink_-_Beyond_Control_(Original_Mix).mp3;tags;NTO (FR), Monolink;Beyond Control (Original Mix);NON;0.0;;;;;;;
2021-11-01\NTO_(FR)_-_Invisible_(Paul_Kalkbrenner_Remix).mp3;tags;NTO;Invisible (Paul Kalkbrenner Remix);MATCH;94.3;N'to;Invisible (Paul Kalkbrenner Remix);Electronic;Techno/Tech House/Progressive House/Deep House;2021;AllPoints;18292492
2021-11-01\NTO_(FR)_-_Invisible_feat._Sofiane_Pamart_(Piano_Version).mp3;tags;NTO (FR);Invisible feat. Sofiane Pamart (Piano Version);NON;0.0;;;;;;;
2021-11-01\Pete_Tong,_Tale_Of_Us,_Jules_Buckley_-_Time_(feat._Jules_Buckley).mp3;tags;Pete Tong, Tale Of Us;Time (feat. Jules Buckley);NON;0.0;;;;;;;
2021-11-01\Popof,_Space_92_-_Insomnia_(Original_Mix).mp3;tags;Popof, Space 92;Insomnia (Original Mix);NON;0.0;;;;;;;
2021-11-01\Popof_-_Open_Head_(Original_Mix).mp3;tags;Popof;Open Head (Original Mix);MATCH;100.0;Popof;Open Head;Electronic;Tech House/Minimal Techno;2020;Solä;24156416
2021-11-01\Popof_-_Skylighter_(Original_Mix).mp3;tags;Popof;Skylighter (Original Mix);MATCH;100.0;Popof;Skylighter;Electronic;Techno;2021;Form Music;28938958
2021-11-01\Red_Axes_-_Skulls_(Original_Mix).mp3;tags;Red Axes;Skulls (Original Mix);MATCH;100.0;Red Axes;Skulls;Electronic;Tech House/Leftfield/Acid;2021;Phantasy Sound;20181433
2021-11-01\Red_Axes_-_Some_Lights_(Original_Mix).mp3;tags;Red Axes;Some Lights (Original Mix);MATCH;100.0;Red Axes;Some Lights;Electronic;Tech House/Leftfield/Acid;2021;Phantasy Sound;20181433
2021-11-01\Riva_Starr,_Genghis_Clan_-_I_Am_Brotherhood_(Extended_Mix).mp3;tags;Riva Starr, Genghis Clan;I Am Brotherhood (Extended Mix);MATCH;100.0;Genghis Clan;I Am Brotherhood;Electronic;Techno;2021;Snatch! Records;32920614
2021-11-01\Riva_Starr,_Genghis_Clan_-_Outta_Control_(Extended_Mix).mp3;tags;Riva Starr, Genghis Clan;Outta Control (Extended Mix);NON;0.0;;;;;;;
2021-11-01\Rodriguez_Jr._-_Kilian_(Original_Mix).mp3;tags;Rodriguez Jr.;Kilian (Original Mix);NON;0.0;;;;;;;
2021-11-01\Rtkal,_Equiknoxx,_Rege_Sosa_-_Thingamajigama_feat._RTKal_feat._Rege_Sosa_(Original_Mix).mp3;tags;Rtkal, Equiknoxx, Rege Sosa;Thingamajigama feat. RTKal feat. Rege Sosa (Original Mix);NON;0.0;;;;;;;
2021-11-01\Sebastien_Leger_-_Son_of_Sun_(Original_Mix).mp3;tags;Sebastien Leger;Son of Sun (Original Mix);NON;0.0;;;;;;;
2021-11-01\Shpongle,_Out_of_Orbit_(Eitan_Reiter)_-_No_Disco_(Red_Axes_Remix).mp3;tags;Out of Orbit (Eitan Reiter), Shpongle;No Disco (Red Axes Remix);MATCH;100.0;Out Of Orbit;No Disco (Red Axes Remix);Electronic;Psy-Trance/Progressive Trance/Nu-Disco;2019;Shamanic Tales;15205847
2021-11-01\Stephan_Bodzin_-_Spacetime_Hero_(Original_Mix).mp3;tags;Stephan Bodzin;Spacetime Hero (Original Mix);MATCH;100.0;Stephan Bodzin;Spacetime Hero;Electronic;Tech House/Techno/Trance;2021;Herzblut Recordings;20525599
2021-11-01\Steve_Shaden_-_Underground_(ASYS_Remix).mp3;tags;Steve Shaden;Underground (A*S*Y*S Remix);MATCH;100.0;Steve Shaden;Underground (A*S*Y*S Remix);Electronic;Techno/Acid;2021;EXE;23912744
2021-11-01\Synapson,_Mozambo_-_On_the_Rock_(Synapson_Remix).mp3;tags;Synapson, Mozambo;On the Rock (Synapson Remix);NON;0.0;;;;;;;
2021-11-01\Teenage_Mutants_-_Fortune_(Original_Mix).mp3;tags;Teenage Mutants;Fortune (Original Mix);MATCH;100.0;Teenage Mutants;Fortune;Electronic;Techno;2021;Filth On Acid;18106675
2021-11-01\The_Chemical_Brothers_-_Do_It_Again_(Oliver_Huntemann_Dub).mp3;tags;The Chemical Brothers;Do It Again (Oliver Huntemann Dub);MATCH;100.0;The Chemical Brothers;Do It Again (Oliver Huntemann Dub);Electronic;House/Techno/Electro/Minimal;2007;EMI Music Denmark;1120351
2021-11-01\The_Chemical_Brothers_-_Electronic_Battle_Weapon_5_(Original_Mix).mp3;tags;The Chemical Brothers;Electronic Battle Weapon 5 (Original Mix);MATCH;100.0;The Chemical Brothers;Electronic Battle Weapon 5;Electronic;Tribal/Techno;2001;Freestyle Dust;96823
2021-11-01\The_Chemical_Brothers_-_Electronic_Battle_Weapon_7_(Original_Mix).mp3;tags;The Chemical Brothers;Electronic Battle Weapon 7 (Original Mix);MATCH;100.0;The Chemical Brothers;Electronic Battle Weapon 7;Electronic;Techno/Acid;2004;Freestyle Dust;313914
2021-11-01\The_Organism_-_Terpsichore_(Original_Mix).mp3;tags;The Organism;Terpsichore (Original Mix);NON;0.0;;;;;;;
2021-11-01\Township_Rebellion_-_Chaos_(Original_Mix).mp3;tags;Township Rebellion;Chaos (Original Mix);NON;0.0;;;;;;;
2021-11-01\Vitalic,_Kiddy_Smile_-_Rave_Against_the_System_(Original_Mix).mp3;tags;Vitalic, Kiddy Smile;Rave Against the System (Original Mix);MATCH;100.0;Vitalic;Rave Against The System;Electronic;Techno/Acid;2021;Clivage Music;20583127
2021-11-01\Vitalic_-_Carbonized_(Original_Mix).mp3;tags;Vitalic;Carbonized (Original Mix);MATCH;100.0;Vitalic;Carbonized;Electronic;Techno/Acid;2021;Clivage Music;20583127
2021-11-01\brandroid_-_Grain_Capacity_(Original_Mix).mp3;tags;brandroid;Grain Capacity (Original Mix);NON;56.0;brandroid;If Memory Serves;;;;;
2022-01-23B\A.S.Y.S - Acid Zombie.mp3;tags;A.S.Y.S.;Acid Zombie;MATCH;100.0;A*S*Y*S;Acid Zombie;Electronic;Hard Trance/Acid;2010;iHDS (International Hard Dance Sessions);2543899
2022-01-23B\A.S.Y.S. - ... Till We Die.mp3;tags;A.S.Y.S.;... Till We Die;MATCH;100.0;A*S*Y*S;...Till We Die;Electronic;Acid/Hard Trance/Techno/Breaks;2005;Tracid Traxxx;360803
2022-01-23B\A.S.Y.S. - 303 Transformer.mp3;tags;A.S.Y.S.;303 Transformer;MATCH;100.0;A*S*Y*S;303 Transformer;Electronic;Acid/Hard Trance/Techno/Breaks;2005;Tracid Traxxx;360803
2022-01-23B\A.S.Y.S. - Acid 42.mp3;tags;A.S.Y.S.;Acid 42;MATCH;100.0;A*S*Y*S;Acid 42;Electronic;Acid/Hard Trance/Techno/Breaks;2005;Tracid Traxxx;360803
2022-01-23B\A.S.Y.S. - Acid Flash.mp3;tags;A.S.Y.S.;Acid Flash;MATCH;100.0;A*S*Y*S;Acid Flash;Electronic;Acid/Hard Trance/Techno/Breaks;2005;Tracid Traxxx;360803
2022-01-23B\A.S.Y.S. - Acid Headcracker.mp3;tags;A.S.Y.S.;Acid Headcracker;MATCH;91.9;A*S*Y*S;Acid Headcracker 2010;Electronic;Hardstyle/Hard Trance;2009;Fe Records;2051508
2022-01-23B\A.S.Y.S. - Acid Nightmare.mp3;tags;A.S.Y.S.;Acid Nightmare;MATCH;100.0;A*S*Y*S;Acid Nightmare;Electronic;Acid/Hard Trance;2001;Tracid Traxxx;15992
2022-01-23B\A.S.Y.S. - Acid Space.mp3;tags;A.S.Y.S.;Acid Space;MATCH;100.0;A*S*Y*S;Acid Space;Electronic;Acid/Hard Trance/Techno/Breaks;2005;Tracid Traxxx;360803
2022-01-23B\Adriatique - All Eyes On Jolie.mp3;tags;Adriatique;All Eyes On Jolie;MATCH;100.0;Adriatique;All Eyes On Jolie;Electronic;Deep House/Tech House/House;2011;Suruba D;7941468
2022-01-23B\Adriatique - Womb.mp3;tags;Adriatique;Womb;MATCH;100.0;Adriatique;Womb;Electronic;Tech House/Minimal/Acid;2016;Siamese (2);9210695
2022-01-23B\Alle Farben - Deep Sea Blue.mp3;tags;Alle Farben;Deep Sea Blue;MATCH;100.0;Alle Farben;Deep Sea Blue;Electronic/Pop;House;2016;B1 Recordings;8612003
2022-01-23B\Dima - Sounds of Life.mp3;tags;Dima;Sounds of Life;MATCH;100.0;DIMA;Sounds Of Life;Electronic;Techno;2018;Citizen Records;12556883
2022-01-23B\Fake Mood - Insomnia.mp3;tags;Fake Mood;Insomnia;NON;0.0;;;;;;;
2022-01-23B\Julian Jeweil, Popof - Carbon.mp3;tags;Julian Jeweil, Popof;Carbon;NON;0.0;;;;;;;
2022-01-23B\Julian Jeweil, Popof - Dance Escape.mp3;tags;Julian Jeweil, Popof;Dance Escape;MATCH;100.0;Julian Jeweil;Dance Escape;Electronic;Techno;2020;Filth On Acid;16069499
2022-01-23B\Jurgen Paape - Nord.mp3;tags;Jurgen Paape;Nord;MATCH;100.0;Jürgen Paape;Nord;Electronic;Techno;2007;Kompakt;956837
2022-01-23B\Marek Hemmann - Neon (Original Mix).mp3;tags;Marek Hemmann;Neon (Original Mix);MATCH;100.0;Marek Hemmann;Neon;Electronic;House/Tech House/Deep House;2022;Lovers & Strangers;33322059
2022-01-23B\Popof - E-Doser.mp3;tags;Popof;E-Doser;MATCH;100.0;Popof;E Doser;Electronic;Techno/Minimal;2009;Form Music;1835594
2022-01-23B\Popof - RTB.mp3;tags;Popof;RTB;MATCH;100.0;Popof;Rtb;Electronic;Tech House/Minimal Techno;2020;Solä;24156416
2022-01-23B\Popof - Vabern.mp3;tags;Popof;Vabern;MATCH;100.0;Popof;Vabern;Electronic;House/Electro;2007;Absolut Freak Records;1065282
2022-01-23B\Popof - W.T.A.mp3;tags;Popof;W.T.A;NON;70.0;Popof;A.N.T.I;;;;;
2022-01-23B\Worakls - By the Brook.mp3;tags;Worakls;By the Brook;MATCH;100.0;Worakls;By The Brook;Electronic;Modern Classical/House;2019;Hungry Music;13364297
2022-01-23B\Worakls - Caprice.mp3;tags;Worakls;Caprice;MATCH;100.0;Worakls;Caprice;Electronic;Modern Classical/House;2019;Hungry Music;13364297
2022-01-23B\Worakls - Detached Motion.mp3;tags;Worakls;Detached Motion;MATCH;100.0;Worakls;Detached Motion;Electronic;Modern Classical/House;2019;Hungry Music;13364297
2022-01-23B\Worakls - Hortari.mp3;tags;Worakls;Hortari;MATCH;100.0;Worakls;Hortari;Electronic;Modern Classical/House;2019;Hungry Music;13364297
2022-01-23B\Worakls - Nocturne.mp3;tags;Worakls;Nocturne;MATCH;100.0;Worakls;Nocturne;Electronic;Tech House/Deep House;2017;Hungry Music;10784296
2022-01-23B\Worakls - Pandemonium.mp3;tags;Worakls;Pandemonium;MATCH;100.0;Worakls;Pandemonium;Electronic;Tech House/Deep Techno;2016;Hungry Music;10783955
2022-01-23B\Worakls - Play Me.mp3;tags;Worakls;Play Me;MATCH;100.0;Worakls;Play Me;Electronic;Progressive House;2009;Lift'In Records;18425509
2022-01-23B\Worakls - Porto.mp3;tags;Worakls;Porto;MATCH;100.0;Worakls;Porto;Electronic;Deep House;2014;Happy Music;7259255
2022-01-23B\Worakls - Question Reponse.mp3;tags;Worakls;Question Reponse;MATCH;100.0;Worakls;Question Réponse;Electronic;Tech House;2015;Hungry Music;7637372
2022-01-23B\Worakls - Tension (Original Mix).mp3;tags;Worakls;Tension (Original Mix);MATCH;100.0;Worakls;Tension;Electronic;Techno;2011;Binary404;4183681
2022-01-23B\Worakls, Rusanda Panfili - Storm.mp3;tags;Worakls, Rusanda Panfili;Storm;NON;0.0;;;;;;;
2022-01-23B\matan caspi - prophecy (original mix).mp3;tags;Matan Caspi;Prophecy (original mix);MATCH;100.0;Matan Caspi;Prophecy;Electronic;Progressive House;2020;Outta Limits;16211211
2022-01-23C\ARTBAT - Aquarius.mp3;tags;ARTBAT;Aquarius;NON;0.0;;;;;;;
2022-01-23C\ARTBAT - Element.mp3;tags;ARTBAT;Element;NON;0.0;;;;;;;
2022-01-23C\ARTBAT - Horizon.mp3;tags;ARTBAT;Horizon;MATCH;100.0;ARTBAT;Horizon;Electronic;Tech House;2021;Upperground (3);22488692
2022-01-23C\ARTBAT - Knup.mp3;tags;ARTBAT;Knup;MATCH;100.0;ARTBAT;Knup (Original Mix);Electronic;Deep House/Techno/Downtempo/Nu-Disco;2017;Suara;10388265
2022-01-23C\ARTBAT - Papillon.mp3;tags;ARTBAT;Papillon;MATCH;100.0;ARTBAT;Papillon;Electronic;Deep Techno;2018;Fryhide;12522158
2022-01-23C\ARTBAT - Target.mp3;tags;ARTBAT;Target;NON;0.0;;;;;;;
2022-01-23C\ARTBAT - Upperground.mp3;tags;ARTBAT;Upperground;MATCH;100.0;ARTBAT;Upperground;Electronic;Progressive House/Tech House;2019;Diynamic Music;13020548
2022-01-23C\ARTBAT - Wall.mp3;tags;ARTBAT;Wall;MATCH;100.0;ARTBAT;Wall (Original Mix);Electronic;Deep House/Techno/Downtempo/Nu-Disco;2017;Suara;10388265
2022-01-23C\ARTBAT, Dino Lenny - Fading.mp3;tags;ARTBAT, Dino Lenny;Fading;NON;0.0;;;;;;;
2022-01-23C\Ann Clue, Boris Brejcha - Roadtrip.mp3;tags;Ann Clue, Boris Brejcha;Roadtrip;MATCH;100.0;Boris Brejcha;Roadtrip;Electronic;Minimal Techno;2016;FCKNG SERIOUS;8730293
2022-01-23C\Artbat - Zing.mp3;tags;ARTBAT;Zing;NON;0.0;;;;;;;
2022-01-23C\Bastet, Rommo - Simmetric (Nonameleft Remix).mp3;tags;Bastet, Rommo;Simmetric (Nonameleft Remix);NON;0.0;;;;;;;
2022-01-23C\Belocca - Freedom Of Soul (NoNameLeft Remix).mp3;tags;Belocca ;Freedom Of Soul (NoNameLeft Remix);MATCH;100.0;Belocca;Freedom Of Soul (Nonameleft Remix);Electronic;Techno;2021;Mainground Music;25170859
2022-01-23C\Boris Brejcha - Babamba.mp3;tags;Boris Brejcha;Babamba;MATCH;100.0;Boris Brejcha;Babamba;Electronic;Progressive House;2020;Ultra Music;15386415
2022-01-23C\Boris Brejcha - Cocoloco.mp3;tags;Boris Brejcha;Cocoloco;MATCH;100.0;Boris Brejcha;Cocoloco;Electronic;Progressive House;2020;Ultra Music;15498967
2022-01-23C\Boris Brejcha - Devil.mp3;tags;Boris Brejcha;Devil;MATCH;100.0;Boris Brejcha;Devil;Electronic;Minimal Techno;2018;FCKNG SERIOUS;13706013
2022-01-23C\Boris Brejcha - EXIT.mp3;tags;Boris Brejcha;EXIT;MATCH;100.0;Boris Brejcha;Exit;Electronic;Tech House;2021;Ultra Music;20525251
2022-01-23C\Boris Brejcha - Never Look Back.mp3;tags;Boris Brejcha;Never Look Back;MATCH;100.0;Boris Brejcha;Never Look Back;Electronic;Progressive House;2019;Ultra Music;14297068
2022-01-23C\Boris Brejcha - On His Way.mp3;tags;Boris Brejcha;On His Way;MATCH;100.0;Boris Brejcha;On His Way;Electronic;Progressive House;2020;Ultra Music;15386415
2022-01-23C\Boris Brejcha - Redemption.mp3;tags;Boris Brejcha;Redemption;MATCH;100.0;Boris Brejcha;Redemption;Electronic;Progressive House;2019;Ultra Music;14297086
2022-01-23C\Boris Brejcha - Sad But True.mp3;tags;Boris Brejcha;Sad But True;MATCH;100.0;Boris Brejcha;Sad But True;Electronic;Progressive House/Tech House/Minimal Techno;2016;FCKNG SERIOUS;9063485
2022-01-23C\Boris Brejcha - Space Diver.mp3;tags;Boris Brejcha;Space Diver;MATCH;100.0;Boris Brejcha;Space Diver;Electronic;Techno/Tech House/Progressive House/Electro House;2020;Ultra Music;14750078
2022-01-23C\Boris Brejcha - The Caravan.mp3;tags;Boris Brejcha;The Caravan;MATCH;100.0;Boris Brejcha;The Caravan;Electronic;Tech House;2021;Ultra Music;20525251
2022-01-23C\Boris Brejcha - Thunderstorm.mp3;tags;Boris Brejcha;Thunderstorm;MATCH;100.0;Boris Brejcha;Thunderstorm;Electronic;Tech House;2020;Ultra Music;15198964
2022-01-23C\Boris Brejcha - Vampire.mp3;tags;Boris Brejcha;Vampire;MATCH;100.0;Boris Brejcha;Vampire;Electronic;Minimal Techno/Tech House/Techno;2014;Harthouse Mannheim;5465492
2022-01-23C\Boris Brejcha - Violet Pill.mp3;tags;Boris Brejcha;Violet Pill;MATCH;100.0;Boris Brejcha;Violet Pill;Electronic;Progressive House;2020;Ultra Music;15386415
2022-01-23C\Boris Brejcha - Vodka & Orange.mp3;tags;Boris Brejcha;Vodka & Orange;MATCH;100.0;Boris Brejcha;Vodka & Orange;Electronic;Tech House;2021;Ultra Music;21351043
2022-01-23C\Boris Brejcha feat. Ginger - Happinezz.mp3;tags;Boris Brejcha feat. Ginger;Happinezz;MATCH;100.0;Boris Brejcha;Happinezz;Electronic;Techno/Minimal Techno;2019;Ultra Music;14297093
2022-01-23C\CamelPhat, ARTBAT feat. RHODES - For a Feeling.mp3;tags;CamelPhat, ARTBAT feat. RHODES;For a Feeling;NON;0.0;;;;;;;
2022-01-23C\Double Touch - Cielo (Fulltone Remix).mp3;tags;Double Touch;Cielo (Fulltone Remix);NON;0.0;;;;;;;
2022-01-23C\Double Touch - El Choclo (Original Mix).mp3;tags;Double Touch;El Choclo (Original Mix);NON;0.0;;;;;;;
2022-01-23C\Double Touch - Greatest Day feat. Reigan (Lost Desert Remix).mp3;tags;Double Touch;Greatest Day feat. Reigan (Lost Desert Remix);MATCH;100.0;Double Touch;Greatest Day;Electronic;Deep House/House/Tech House;2020;All Day I Dream;16132064
2022-01-23C\Double Touch - Von Paradiso (Original Mix).mp3;tags;Double Touch;Von Paradiso (Original Mix);NON;0.0;;;;;;;
2022-01-23C\Double Touch - Woolfie.mp3;tags;Double Touch;Woolfie;NON;0.0;;;;;;;
2022-01-23C\Hellomonkey, Daniel Nike, NoNameLeft - Refraction (Original Mix).mp3;tags;Hellomonkey, Daniel Nike, NoNameLeft;Refraction (Original Mix);NON;0.0;;;;;;;
2022-01-23C\Horisone & NoNameLeft - Mental Extraction (Original Mix).mp3;tags;Horisone & NoNameLeft;Mental Extraction (Original Mix);NON;0.0;;;;;;;
2022-01-23C\Jay Lumen - Asteroid.mp3;tags;Jay Lumen;Asteroid;MATCH;100.0;Jay Lumen;Asteroid;Electronic;Techno;2018;Footwork Audio;12019473
2022-01-23C\Jay Lumen - Calypso.mp3;tags;Jay Lumen;Calypso;MATCH;100.0;Jay Lumen;Calypso;Electronic;Progressive House/Tech House;2008;Anjunadeep;1366027
2022-01-23C\Jay Lumen - Get Ready.mp3;tags;Jay Lumen;Get Ready;MATCH;100.0;Jay Lumen;Get Ready;Electronic;House/Tech House;2012;100% Pure;3898515
2022-01-23C\Jay Lumen - Radio Ready.mp3;tags;Jay Lumen;Radio Ready;MATCH;100.0;Jay Lumen;Radio Ready (Original);Electronic;House/Tech House;2014;Kittball Records;5401232
2022-01-23C\Jay Lumen - Reincarnation.mp3;tags;Jay Lumen;Reincarnation;MATCH;100.0;Jay Lumen;Reincarnation;Electronic;Techno;2020;Footwork Audio;16239013
2022-01-23C\M.O.S., Double Touch - Ascending.mp3;tags;M.O.S., Double Touch;Ascending;NON;0.0;;;;;;;
2022-01-23C\Matador, ARTBAT - Apollo 11.mp3;tags;Matador, ARTBAT;Apollo 11;NON;0.0;;;;;;;
2022-01-23C\Monolink - Return to Oz.mp3;tags;Monolink;Return to Oz;MATCH;100.0;Monolink;Return To Oz;Electronic;Deep House/Downtempo;2018;Embassy One;11920486
2022-01-23C\NoNameLeft - Dyson Sphere.mp3;tags;Nonameleft;Dyson Sphere;NON;0.0;;;;;;;
2022-01-23C\NoNameLeft - Overflow.mp3;tags;Nonameleft;Overflow;NON;0.0;;;;;;;
2022-01-23C\NoNameLeft - Vision.mp3;tags;Nonameleft;Vision;NON;0.0;;;;;;;
2022-01-23C\Nonameleft - Berlout.mp3;tags;Nonameleft;Berlout;NON;71.6;NoNameLeft;Supercluster;;;;;
2022-01-23C\Stephan Bodzin, Marc Romboy - Ferdinand (ANNA & Wehbba Remix).mp3;tags;Stephan Bodzin, Marc Romboy;Ferdinand (ANNA & Wehbba Remix);MATCH;97.8;Marc Romboy vs. Stephan Bodzin;Ferdinand (ANNA & Wehbba Remix);Electronic;Neo Trance/Techno;2021;Systematic (3);20898961
2022-01-23C\Teenage Mutants - Night.mp3;tags;Teenage Mutants;Night;NON;77.5;Teenage Mutants;Tough Night;;;;;
2022-01-23C\Teenage Mutants - Real.mp3;tags;Teenage Mutants;Real;NON;0.0;;;;;;;
2022-01-23C\Timmo - Intensify.mp3;tags;Timmo;Intensify;MATCH;100.0;Timmo;Intensify;Electronic;Techno;2017;Drumcode;9712572
2022-01-23C\Timmo - Interspace.mp3;tags;Timmo;Interspace;MATCH;100.0;Timmo;Interspace;Electronic;Techno;2019;Terminal M;14294358
2022-01-23C\Timmo - Sonic Voyage.mp3;tags;Timmo;Sonic Voyage;MATCH;100.0;Timmo;Sonic Voyage;Electronic;Techno;2019;Terminal M;14294358
2022-01-23C\Timmo - Vortex.mp3;tags;Timmo;Vortex;MATCH;100.0;Timmo;Vortex;Electronic;Techno;2019;Terminal M;14294358
2022-01-23C\Wehbba - Third Wave (Original Mix).mp3;tags;Wehbba;Third Wave (Original Mix);MATCH;100.0;Wehbba;Third Wave;Electronic;Techno;2019;Drumcode;13475594
2022-01-23\ARTBAT, Pete Tong - Age of Love.mp3;tags;ARTBAT, Pete Tong;Age of Love;NON;73.8;Pete Tong;The Age Of Love (Baby Doc Mix);;;;;
2022-01-23\Alec Troniq - Dwight.mp3;tags;Alec Troniq;Dwight;MATCH;100.0;Alec Troniq;Dwight;Electronic;Techno;2021;Complexed Records;19230856
2022-01-23\Alt Control - Optical Glitch (Alphadog Remix).mp3;tags;Alt Control;Optical Glitch (Alphadog Remix);NON;63.1;Control Alt Deus;Aftermath (Oneironaut Remix);;;;;
2022-01-23\Djuma Soundsystem - Soma (Jay Tripwire Remix).mp3;tags;Djuma Soundsystem;Soma (Jay Tripwire Remix);NON;77.5;Djuma Soundsystem;Stoli (Tiger Stripes Remix);;;;;
2022-01-23\Dole & Kom - Together Onetime (Butch Remix).mp3;tags;Dole & Kom;Together Onetime (Butch Remix);MATCH;100.0;Dole & Kom;Together Onetime (Butch Remix);Electronic;Progressive House;2021;BAR25;23905457
2022-01-23\Hidden Empire - Pont De La Caille (Extended Mix).mp3;tags;Hidden Empire;Pont De La Caille (Extended Mix);MATCH;100.0;Hidden Empire;Pont De La Caille;Electronic;Tech House;2021;Cercle Records (2);21358321
2022-01-23\Joris Delacroix - Aiguilhe (Original Mix).mp3;tags;Joris Delacroix;Aiguilhe (Original Mix);MATCH;100.0;Joris Delacroix;Aiguilhe;Electronic;Progressive House;2020;Cercle Records (2);16270408
2022-01-23\Marek Hemmann - Doxa.mp3;tags;Marek Hemmann;Doxa;MATCH;100.0;Marek Hemmann;Doxa;Electronic;House/Tech House/Deep House;2022;Lovers & Strangers;33322059
2022-01-23\NoNameLeft - The Second Law of Thermodynamics.mp3;tags;NoNameLeft;The Second Law of Thermodynamics;NON;0.0;;;;;;;
2022-01-23\Oliver Schories - Devon (Oliver Huntemann Remix).mp3;tags;Oliver Schories;Devon (Oliver Huntemann Remix);MATCH;100.0;Oliver Schories;Devon (Oliver Huntemann Remix);Electronic;Deep House/Tech House;2021;Ritter Butzke Records;22891076
2022-01-23\Robert Babicz - Athena.mp3;tags;Robert Babicz;Athena;MATCH;100.0;Robert Babicz;Athena;Electronic;Tech House/Deep House/Minimal Techno;2021;Babiczstyle;21574612
2022-01-23\Ron Flatter - Filybeck (Original Mix).mp3;tags;Ron Flatter;Filybeck (Original Mix);MATCH;100.0;Ron Flatter;Filybeck;Electronic;Tech House;2021;Pour La Vie Records;28071778
2022-01-23\Teenage Mutants, Giorgia Angiuli - What We Think (Boy Next Door Remix).mp3;tags;Teenage Mutants, Giorgia Angiuli;What We Think (Boy Next Door Remix);NON;0.0;;;;;;;
2022-01-23\Teho - Glacier 3000.mp3;tags;Teho;Glacier 3000;MATCH;100.0;Teho;Glacier 3000;Electronic;Progressive House;2021;Cercle Records (2);26397797
2022-01-26\BLANCAh - Albatroz.mp3;tags;BLANCAh;Albatroz;MATCH;100.0;BLANCAh;Albatroz;Electronic;Deep House;2016;Steyoyoke;22690433
2022-01-26\BLANCAh - Axis.mp3;tags;BLANCAh;Axis;MATCH;100.0;BLANCAh;Axis;Electronic;Techno/Progressive House;2017;Steyoyoke;13893968
2022-01-26\BLANCAh - Talus.mp3;tags;BLANCAh;Talus;MATCH;100.0;BLANCAh;Talus;Electronic;Techno/Progressive House;2017;Steyoyoke;13893968
2022-01-26\Beije - Babylonia.mp3;tags;Beije;Babylonia;NON;0.0;;;;;;;
2022-01-26\Beije - Botanical.mp3;tags;Beije;Botanical;MATCH;100.0;Beije;Botanical;Electronic;Deep House;2019;Manual Deep;21447325
2022-01-26\Beije - Exquiro.mp3;tags;Beije;Exquiro;MATCH;100.0;Beije;Exquiro;Electronic;Deep House;2020;Where The Heart Is;16963797
2022-01-26\Beije - Pacifica.mp3;tags;Beije;Pacifica;NON;0.0;;;;;;;
2022-01-26\Beije - Sonder.mp3;tags;Beije;Sonder;NON;0.0;;;;;;;
2022-01-26\Beije - Tabernas.mp3;tags;Beije;Tabernas;NON;0.0;;;;;;;
2022-01-26\Beije - Window to the Soul.mp3;tags;Beije;Window to the Soul;MATCH;100.0;Beije;Window To The Soul;Electronic;Deep House;2021;3rd Avenue;17774749
2022-01-26\Binaryh - Apus.mp3;tags;Binaryh;Apus;MATCH;100.0;Binaryh;Apus;Electronic;Progressive House/Techno;2020;Hiato Music;16161395
2022-01-26\Binaryh - Cassiopeia.mp3;tags;Binaryh;Cassiopeia;MATCH;100.0;Binaryh;Cassiopeia;Electronic;Progressive House/Techno;2020;Hiato Music;16161395
2022-01-26\Binaryh - Icarus.mp3;tags;Binaryh;Icarus;NON;0.0;;;;;;;
2022-01-26\Binaryh - Leo.mp3;tags;Binaryh;Leo;NON;0.0;;;;;;;
2022-01-26\Blancah - Apneia.mp3;tags;BLANCAh;Apneia;MATCH;100.0;BLANCAh;Apneia;Electronic;Progressive House;2018;Timeless Moment;12088052
2022-01-26\Blancah - Enquanto Espero.mp3;tags;BLANCAh;Enquanto Espero;NON;0.0;;;;;;;
2022-01-26\Blancah - Nas Horas Mortas.mp3;tags;BLANCAh;Nas Horas Mortas;NON;70.0;BLANCAh;ARIAS OF SKY;;;;;
2022-01-26\Blancah - Serenity.mp3;tags;BLANCAh;Serenity;MATCH;100.0;Blancah;Serenity;Electronic;Techno/Progressive House;2021;Hiato Music;20520772
2022-01-26\Booka Shade - Body Language.mp3;tags;Booka Shade;Body Language;MATCH;100.0;Booka Shade;Body Language;Electronic;Electro/Tech House;2008;Get Physical Music;1254565
2022-01-26\Cabaret Nocturne - Dance Or Die.mp3;tags;Cabaret Nocturne;Dance Or Die;MATCH;100.0;Cabaret Nocturne;Dance Or Die;Electronic;EBM/Techno/Nu-Disco;2016;Nein Records (2);8990000
2022-01-26\Cabaret Nocturne - Dark Pop.mp3;tags;Cabaret Nocturne;Dark Pop;MATCH;100.0;Cabaret Nocturne;Dark Pop;Electronic;Minimal Techno/Synth-pop/Nu-Disco;2016;Beachcoma;8013163
2022-01-26\Cabaret Nocturne - Green Karma.mp3;tags;Cabaret Nocturne;Green Karma;MATCH;100.0;Cabaret Nocturne;Green Karma;Electronic;EBM/Techno/Nu-Disco;2016;Nein Records (2);8990000
